116.410776,39.915206
116.392546,39.883944
116.367725,39.878484
116.38362,39.932875
116.404191,39.911913
116.3903,39.937946
116.404447,39.914993
116.353005,39.935047
116.357796,39.918818
116.379536,39.95644
116.40296,39.93644
116.404407,39.900066
116.393634,39.955605
116.384695,39.944144
116.37074,39.890649
116.415027,39.951441
116.386947,39.885493
116.406403,39.914198
116.4164,39.890061
116.354769,39.920171
116.3825,39.937458
116.355361,39.88619
116.442571,39.944287
116.358357,39.930645
116.345885,39.939215
116.402794,39.947713
116.417267,39.897023
116.367019,39.907729
116.380918,39.889083
116.411384,39.910611
116.346035,39.913709
116.419209,39.919953
116.356002,39.902334
116.336153,39.905663
116.43033,39.924751
116.387862,39.966249
116.42803,39.933977
116.363972,39.876157
116.431661,39.921778
116.3973,39.933672
116.378066,39.909845
116.339467,39.928699
116.374058,39.915061
116.425885,39.954361
116.406119,39.871641
116.381254,39.933221
116.405801,39.960021
116.39417,39.898551
116.348373,39.902941
116.324718,39.883829
116.34523,39.88891
116.40222,39.958557
116.374991,39.893021
116.403885,39.926958
116.386137,39.932907
116.350955,39.923091
116.357679,39.919872
116.341373,39.913502
116.43937,39.892071
116.352411,39.873043
116.447844,39.893031
116.368371,39.889695
116.427866,39.912299
116.370467,39.923143
116.442809,39.936725
116.414631,39.897005
116.341978,39.901659
116.357227,39.910351
116.380508,39.89528
116.351999,39.874866
116.380491,39.951615
116.346675,39.890887
116.330824,39.889079
116.37255,39.940512
116.358632,39.939889
116.410432,39.920224
116.437945,39.885658
116.326137,39.893607
116.438068,39.887566
116.433773,39.894898
116.414689,39.918499
116.404003,39.928922
116.39452,39.887822
116.427983,39.877715
116.4354,39.89627
116.365726,39.935025
116.418481,39.894087
116.353513,39.872952
116.425185,39.887657
116.34559,39.876348
116.430835,39.935669
116.373203,39.921369
116.399554,39.88916
116.408505,39.918234
116.335978,39.914303
116.359556,39.923077
116.405175,39.915502
116.332063,39.884249
116.383821,39.970947
116.371911,39.944356
116.337969,39.889379
116.372999,39.937952
116.414435,39.89525
116.424341,39.923877
116.424366,39.915787
116.385006,39.889116
116.420963,39.886603
116.412602,39.874759
116.396979,39.951729
116.436641,39.883293
116.340479,39.929801
116.350506,39.902897
116.372922,39.907607
116.40688,39.925898
116.350329,39.881977
116.411954,39.910288
116.421706,39.877017
116.391069,39.969507
116.382827,39.90726
